Lead_id,Customer_id,Campaign_id,Branch_id,Lead_date,Lead_source,Lead_status,Assigned_Salesperson_id,Expected_budget,Interested_car_Segment,Conversion_date
1220,749,NULL,6,2022-12-21,Email,Lost,NULL,2838213.06,Sedan,NULL
1221,734,NULL,4,2023-06-25,Email,Lost,29,1541555.66,Sedan,NULL
1222,118,14,4,2023-06-05,Walk-in,Lost,30,1641188.12,Luxury,NULL
1223,522,4,1,2023-05-30,Walk-in,Open,4,4071790.85,Luxury,NULL
1224,1086,1,2,2023-04-07,Referral,Lost,NULL,3487046.56,Luxury,NULL
1225,650,7,7,2022-02-18,Google,Contacted,53,5496430.54,SUV,NULL
1226,48,8,1,2024-04-16,Email,Qualified,4,3067397.80,Hatchback,NULL
1227,158,7,5,2022-11-12,Walk-in,Open,40,3129406.24,Sedan,NULL
1228,809,NULL,6,2022-06-15,Referral,Contacted,48,2995841.79,SUV,NULL
1229,779,NULL,4,2024-03-23,Referral,Lost,31,3477818.31,Luxury,NULL
1230,246,1,5,2023-12-25,Email,Lost,42,4440214.08,Luxury,NULL
1231,518,10,6,2022-03-04,Website,Converted,44,5047228.86,SUV,2022-04-14
1232,255,11,6,2024-05-28,Website,Converted,NULL,3851784.44,Hatchback,2024-07-12
1233,1137,4,7,2022-10-22,Website,Lost,50,3095413.47,Luxury,NULL
1234,449,NULL,4,2023-11-27,Google,Open,33,2563901.08,SUV,NULL
1235,322,7,4,2022-08-10,Website,Open,35,1480689.94,SUV,NULL
1236,924,14,6,2022-06-16,Website,Open,48,814440.68,SUV,NULL
1237,789,8,4,2024-05-05,Facebook,Contacted,33,3995435.09,Sedan,NULL
1238,951,2,6,2023-12-02,Facebook,Contacted,NULL,4661624.26,SUV,NULL
1239,1039,NULL,1,2022-01-07,Facebook,Open,7,910021.57,Sedan,NULL
1240,981,7,8,2024-02-14,Referral,Contacted,58,2535209.10,Sedan,NULL
1241,499,8,4,2023-02-22,Walk-in,Converted,NULL,5032032.14,Sedan,2023-02-26
1242,396,8,8,2024-07-26,Website,Qualified,57,843407.61,Luxury,NULL
1243,186,13,6,2024-09-09,Google,Lost,44,4620154.46,Hatchback,NULL
1244,404,15,6,2022-05-28,Walk-in,Converted,49,2406594.21,Sedan,2022-07-17
1245,820,12,1,2022-01-22,Website,Qualified,2,5823915.78,Luxury,NULL
1246,1063,9,8,2022-03-08,Website,Open,NULL,1074260.94,Hatchback,NULL
1247,858,2,1,2023-02-14,Walk-in,Qualified,10,3954428.74,SUV,NULL
1248,920,NULL,1,2022-04-03,Google,Qualified,NULL,3249328.88,Sedan,NULL
1249,1143,NULL,5,2022-06-25,Referral,Qualified,NULL,2146148.64,Hatchback,NULL
1250,536,5,7,2022-03-01,TV,Lost,50,4498096.97,SUV,NULL
1251,406,8,7,2023-12-07,Website,Lost,50,4315941.15,Hatchback,NULL
1252,711,15,7,2023-04-26,Walk-in,Lost,NULL,2992210.59,Sedan,NULL
1253,1146,7,8,2024-02-27,Google,Qualified,58,4479000.31,SUV,NULL
1254,785,13,1,2024-11-26,Website,Lost,4,2353691.08,Hatchback,NULL
1255,781,NULL,4,2023-09-15,Facebook,Lost,NULL,4593451.05,Luxury,NULL
1256,1068,1,6,2022-08-27,Referral,Lost,NULL,1176837.15,SUV,NULL
1257,769,NULL,2,2022-01-10,Walk-in,Converted,17,2203633.22,SUV,2022-02-02
1258,976,NULL,1,2023-04-03,Website,Qualified,10,1768083.05,Luxury,NULL
1259,1104,7,1,2024-06-12,Referral,Qualified,4,424952.88,SUV,NULL
1260,966,NULL,3,2024-04-06,Email,Open,NULL,3416775.56,Luxury,NULL
1261,668,NULL,1,2024-02-10,Referral,Lost,4,4517980.90,Sedan,NULL
1262,492,6,5,2022-04-08,Walk-in,Lost,38,790492.13,SUV,NULL
1263,47,NULL,3,2024-08-08,Walk-in,Contacted,21,2054049.03,SUV,NULL
1264,196,14,4,2022-09-20,Referral,Contacted,NULL,5480053.22,Hatchback,NULL
1265,688,4,6,2023-08-19,Facebook,Contacted,45,4865524.72,Sedan,NULL
1266,528,12,7,2024-02-10,Google,Lost,NULL,2911188.45,Hatchback,NULL
1267,789,4,2,2022-12-24,Walk-in,Converted,13,1646046.61,SUV,2023-02-05
1268,840,13,4,2022-05-27,Website,Qualified,33,2581545.22,Hatchback,NULL
1269,446,2,5,2023-12-05,Email,Contacted,42,2873629.31,SUV,NULL
1270,690,13,6,2024-06-18,Walk-in,Open,48,2959255.24,Hatchback,NULL
1271,291,11,4,2024-07-11,Google,Lost,NULL,3644436.49,SUV,NULL
1272,215,15,7,2023-10-02,Website,Contacted,50,4185299.00,Sedan,NULL
1273,1184,NULL,4,2023-01-23,Referral,Converted,28,3834708.70,Hatchback,2023-02-28
1274,145,11,4,2024-03-04,Website,Lost,NULL,1782486.20,SUV,NULL
1275,107,NULL,7,2024-08-11,Email,Converted,50,5311172.23,Hatchback,2024-09-09
1276,1145,NULL,7,2022-02-26,Website,Qualified,53,3160534.05,Sedan,NULL
1277,285,NULL,8,2023-01-04,Website,Converted,NULL,3420846.91,Luxury,2023-02-04
1278,1017,13,6,2023-02-11,Facebook,Qualified,45,709783.92,SUV,NULL
1279,614,3,2,2022-02-03,TV,Lost,14,2625480.26,Luxury,NULL
1280,1035,15,4,2024-10-17,Facebook,Lost,31,4402363.56,Hatchback,NULL
1281,60,7,1,2024-07-23,Website,Qualified,NULL,2617583.44,Sedan,NULL
1282,796,3,1,2024-02-06,Website,Converted,4,1063383.30,SUV,2024-04-06
1283,551,11,1,2023-11-12,Walk-in,Converted,6,3884121.52,Hatchback,2023-12-24
1284,1143,NULL,3,2024-03-20,Website,Qualified,24,2951201.39,SUV,NULL
1285,20,4,6,2023-06-23,Walk-in,Converted,44,3177050.14,Hatchback,2023-08-15
1286,949,NULL,3,2023-10-29,Facebook,Open,NULL,4364499.00,SUV,NULL
1287,1008,NULL,7,2023-10-30,Walk-in,Lost,54,2520524.89,Luxury,NULL
1288,226,NULL,1,2023-02-22,Website,Lost,6,1845159.81,SUV,NULL
1289,1173,14,5,2022-08-04,Referral,Converted,42,4273816.83,Sedan,2022-09-09
1290,1129,15,1,2022-11-26,Google,Open,7,4405736.17,SUV,NULL
1291,312,1,1,2022-09-17,TV,Lost,6,569751.44,Hatchback,NULL
1292,849,9,1,2024-09-06,Facebook,Converted,4,4078508.68,SUV,2024-10-07
1293,1033,NULL,1,2024-06-10,Walk-in,Open,4,1078225.03,Luxury,NULL
1294,1094,14,2,2024-06-08,Referral,Qualified,NULL,3823801.56,SUV,NULL
1295,287,4,4,2023-08-12,Website,Qualified,33,4486715.40,Luxury,NULL
1296,619,6,8,2022-05-18,Referral,Converted,56,3850386.00,Sedan,2022-07-04
1297,634,2,6,2023-01-30,Website,Contacted,43,4123775.22,Luxury,NULL
1298,1110,NULL,4,2022-06-01,Google,Contacted,33,1014695.72,Sedan,NULL
1299,970,NULL,5,2022-08-01,Google,Qualified,42,5576312.92,Hatchback,NULL
1300,127,7,6,2022-05-25,Facebook,Converted,NULL,5361912.92,Hatchback,2022-07-20
1301,871,15,1,2023-11-21,Facebook,Converted,NULL,2012105.49,Sedan,2023-11-30
1302,276,3,8,2022-10-14,Referral,Converted,NULL,3877961.26,Hatchback,2022-12-10
1303,866,NULL,7,2023-08-05,Google,Lost,50,4583571.02,SUV,NULL
1304,647,NULL,6,2024-10-11,Website,Lost,48,5857036.83,Hatchback,NULL
1305,1023,10,4,2023-04-03,Website,Converted,35,3470515.85,Hatchback,2023-05-07
1306,229,5,7,2024-06-18,TV,Qualified,NULL,3834047.12,SUV,NULL
1307,373,13,8,2024-04-12,Facebook,Qualified,58,2878056.86,SUV,NULL
1308,150,6,5,2024-05-06,Website,Lost,38,1615576.75,Sedan,NULL
1309,26,10,5,2023-07-19,Email,Qualified,NULL,4812986.37,Hatchback,NULL
1310,727,8,7,2024-10-19,Website,Contacted,51,1797715.18,Hatchback,NULL
1311,456,15,4,2024-06-02,Email,Converted,31,1034418.87,Luxury,2024-07-22
1312,1184,8,8,2022-06-04,Facebook,Converted,58,5981079.04,SUV,2022-06-12
1313,540,10,8,2024-07-18,Google,Open,57,5419825.97,Luxury,NULL
1314,517,NULL,6,2023-05-21,Email,Contacted,48,1155359.54,SUV,NULL
1315,995,11,1,2023-10-29,Google,Contacted,4,4964915.48,SUV,NULL
1316,454,7,2,2024-04-03,Referral,Qualified,NULL,3607246.41,Sedan,NULL
1317,570,3,3,2024-07-04,Referral,Lost,25,2383801.84,SUV,NULL
1318,1007,12,7,2024-09-19,Email,Converted,50,3550668.22,SUV,2024-09-23
1319,708,NULL,4,2023-04-22,Google,Converted,33,2685595.38,SUV,2023-06-19
1320,330,15,3,2022-12-27,Email,Converted,22,4499328.16,Sedan,2023-02-02
1321,934,NULL,6,2023-09-06,Walk-in,Lost,45,5152479.73,SUV,NULL
1322,151,NULL,7,2024-11-05,Walk-in,Open,54,913322.84,Luxury,NULL
1323,994,13,8,2024-08-07,Website,Converted,NULL,1342554.85,SUV,2024-09-17
1324,543,9,8,2022-11-24,Website,Qualified,57,540078.92,Sedan,NULL
1325,118,NULL,1,2024-01-28,Website,Qualified,2,3821041.79,SUV,NULL
1326,1127,NULL,8,2023-11-24,Website,Contacted,58,5657010.31,Hatchback,NULL
1327,607,14,4,2022-10-22,Walk-in,Converted,33,887880.94,Luxury,2022-10-27
1328,1124,15,2,2023-07-03,Walk-in,Contacted,17,2408643.48,SUV,NULL
1329,508,8,4,2024-01-02,Facebook,Converted,33,4166820.84,Sedan,2024-02-14
1330,1076,9,3,2023-04-21,Referral,Contacted,21,2681529.26,SUV,NULL
1331,814,8,6,2023-05-26,Google,Qualified,45,4158162.11,SUV,NULL
1332,341,NULL,3,2023-01-06,Facebook,Converted,NULL,5353340.07,SUV,2023-02-08
1333,1023,4,1,2023-10-02,Email,Lost,9,2922659.78,Sedan,NULL
1334,287,9,2,2022-04-20,TV,Contacted,14,4138172.68,Hatchback,NULL
1335,40,15,6,2023-09-05,Website,Contacted,46,5207796.87,Hatchback,NULL
1336,360,9,7,2024-07-03,Website,Lost,50,3987137.29,SUV,NULL
1337,525,NULL,3,2024-04-30,Email,Lost,22,2254355.89,Luxury,NULL
1338,1033,3,1,2023-01-06,Referral,Open,6,968447.95,SUV,NULL
1339,1119,15,7,2022-05-24,Walk-in,Converted,55,3476402.59,SUV,2022-06-15
1340,474,12,8,2023-04-05,Walk-in,Lost,57,1216404.68,SUV,NULL
1341,1065,7,6,2023-09-21,Google,Qualified,45,2337926.29,SUV,NULL
1342,737,1,7,2023-11-02,Facebook,Contacted,52,5050591.65,SUV,NULL
1343,747,2,8,2024-08-25,Website,Converted,59,3638574.42,Sedan,2024-10-10
1344,580,NULL,7,2024-09-11,Walk-in,Qualified,52,1461890.46,SUV,NULL
1345,499,8,7,2024-02-26,Facebook,Lost,55,957367.34,SUV,NULL
1346,615,11,7,2024-02-29,Facebook,Converted,50,2504270.17,SUV,2024-03-08
1347,299,15,1,2023-05-30,Referral,Qualified,8,4694442.44,Sedan,NULL
1348,357,5,8,2022-09-13,Facebook,Contacted,58,3355950.28,Hatchback,NULL
1349,596,4,8,2022-07-31,Walk-in,Contacted,NULL,3999873.97,Hatchback,NULL
1350,123,12,1,2022-02-23,TV,Qualified,7,2942586.41,SUV,NULL
1351,297,2,8,2024-11-03,Walk-in,Qualified,57,3204966.57,SUV,NULL
1352,410,11,2,2024-03-27,Website,Lost,19,3212913.34,Luxury,NULL
1353,257,NULL,7,2023-05-10,Email,Qualified,51,5857828.16,Sedan,NULL
1354,892,3,8,2022-10-24,Facebook,Converted,58,4820522.19,Sedan,2022-11-03
1355,624,NULL,7,2023-01-14,Google,Lost,50,4955580.81,SUV,NULL
1356,593,9,7,2024-08-04,Referral,Open,55,1959356.70,SUV,NULL
1357,539,NULL,1,2023-06-08,Google,Lost,4,4101073.27,Sedan,NULL
1358,410,NULL,3,2024-11-28,Walk-in,Lost,24,4914279.70,Hatchback,NULL
1359,150,5,8,2022-11-06,TV,Open,57,1769023.30,SUV,NULL
1360,865,6,2,2024-06-01,Website,Qualified,17,540840.68,SUV,NULL
1361,355,10,2,2023-09-01,Website,Lost,17,2187802.18,Hatchback,NULL
1362,450,15,4,2023-03-12,Google,Lost,NULL,607099.32,Hatchback,NULL
1363,880,NULL,8,2022-08-18,Website,Open,58,3290829.12,Luxury,NULL
1364,377,NULL,1,2023-05-09,Walk-in,Converted,6,760463.12,Sedan,2023-05-31
1365,400,6,6,2024-07-08,Referral,Qualified,NULL,4461645.42,SUV,NULL
1366,622,2,3,2024-10-14,Website,Lost,NULL,4369767.95,Luxury,NULL
1367,1001,10,5,2024-07-14,Referral,Converted,42,692204.71,Luxury,2024-07-26
1368,523,8,6,2023-10-07,Facebook,Lost,45,1071433.38,Luxury,NULL
1369,147,6,2,2024-08-07,Walk-in,Lost,NULL,2731342.05,Hatchback,NULL
1370,225,4,8,2024-03-20,Walk-in,Qualified,58,976159.94,SUV,NULL
1371,564,13,5,2023-10-07,Website,Contacted,42,1147754.90,Sedan,NULL
1372,897,4,8,2022-09-30,Referral,Open,NULL,3300593.10,Luxury,NULL
1373,344,8,3,2024-01-22,Referral,Lost,24,2698454.72,SUV,NULL
1374,18,1,2,2022-06-25,Facebook,Qualified,NULL,2633208.63,Hatchback,NULL
1375,710,NULL,1,2023-05-03,Website,Qualified,7,4194016.20,SUV,NULL
1376,105,11,1,2023-12-30,Facebook,Lost,6,4864869.18,SUV,NULL
1377,385,NULL,1,2022-03-24,Facebook,Contacted,4,592675.30,Hatchback,NULL
1378,871,NULL,4,2024-10-08,Facebook,Lost,NULL,2762596.45,SUV,NULL
1379,234,11,8,2024-07-16,Walk-in,Converted,58,1508446.71,Hatchback,2024-08-30
1380,226,2,7,2022-03-27,Walk-in,Converted,50,2250587.81,SUV,2022-04-01
1381,42,6,8,2022-06-14,Facebook,Open,57,4471504.12,Luxury,NULL
1382,748,15,2,2024-07-12,Email,Lost,NULL,719002.70,Sedan,NULL
1383,384,13,5,2022-10-23,Website,Qualified,42,1531132.68,Hatchback,NULL
1384,351,4,3,2022-06-21,Email,Lost,20,2253873.44,SUV,NULL
1385,416,1,4,2024-03-29,Referral,Contacted,33,2766279.32,SUV,NULL
1386,523,NULL,8,2023-06-24,Website,Converted,NULL,466959.96,SUV,2023-07-29
1387,209,1,8,2022-01-28,Google,Converted,58,3090740.01,Sedan,2022-02-13
1388,406,11,4,2023-05-12,Website,Lost,31,620609.14,Hatchback,NULL
1389,151,11,1,2023-02-12,Website,Converted,NULL,1545800.44,Hatchback,2023-04-01
1390,669,1,6,2022-05-04,Website,Converted,NULL,946097.90,Luxury,2022-06-26
1391,231,13,8,2023-08-13,Email,Qualified,NULL,3901012.29,Sedan,NULL
1392,345,14,4,2022-01-27,Website,Lost,33,5253669.67,Hatchback,NULL
1393,484,3,7,2022-09-25,Email,Qualified,50,1128313.28,SUV,NULL
1394,29,12,8,2023-11-08,Walk-in,Converted,57,1727641.27,SUV,2023-12-25
1395,542,NULL,7,2023-12-22,Facebook,Converted,55,3937167.09,Sedan,2024-02-10
1396,727,11,2,2024-06-23,Walk-in,Converted,13,3721923.12,SUV,2024-07-14
1397,611,3,2,2023-03-11,Facebook,Lost,12,1760077.85,SUV,NULL
1398,77,NULL,1,2023-08-16,TV,Contacted,1,561770.88,Hatchback,NULL
1399,408,10,6,2024-10-28,Facebook,Contacted,48,2391073.53,Hatchback,NULL
1400,353,7,4,2022-06-21,Facebook,Qualified,30,4969732.50,SUV,NULL
1401,545,8,5,2023-09-10,Website,Converted,38,2372074.78,Sedan,2023-10-14
1402,848,1,8,2024-02-22,TV,Converted,57,2964242.34,Sedan,2024-03-24
1403,791,13,5,2022-07-01,Website,Lost,42,1693585.97,SUV,NULL
1404,805,5,2,2023-09-26,Website,Converted,14,3357312.70,SUV,2023-11-03
1405,633,10,6,2023-05-09,Referral,Contacted,NULL,978520.94,Luxury,NULL
1406,524,NULL,3,2023-08-01,Walk-in,Lost,25,5203250.74,SUV,NULL
1407,843,9,1,2023-01-10,Referral,Lost,4,686027.83,SUV,NULL
1408,186,15,6,2022-07-10,Google,Qualified,45,3426148.99,SUV,NULL
1409,65,14,3,2022-09-05,Facebook,Open,25,4467113.81,SUV,NULL
1410,1128,5,3,2023-04-20,Referral,Qualified,22,4884009.51,Sedan,NULL
1411,1108,15,7,2022-05-23,Website,Lost,53,2550682.44,Hatchback,NULL
1412,554,7,3,2024-05-28,Website,Qualified,24,2923696.16,SUV,NULL
1413,470,6,2,2024-09-09,Walk-in,Contacted,16,5597710.86,SUV,NULL
1414,957,6,5,2023-07-24,Website,Qualified,41,2746287.75,SUV,NULL
1415,596,11,1,2024-05-14,TV,Lost,7,4228220.64,Sedan,NULL
1416,315,8,1,2022-02-17,TV,Converted,3,2802118.48,Sedan,2022-02-23
1417,297,NULL,3,2024-01-01,Referral,Lost,25,5457014.67,Luxury,NULL
1418,127,NULL,2,2023-08-06,Facebook,Lost,17,5657023.94,Sedan,NULL
1419,151,3,5,2022-12-24,Email,Lost,NULL,731101.60,SUV,NULL
1420,169,9,3,2022-09-03,Facebook,Contacted,24,1207818.58,Hatchback,NULL
1421,844,9,3,2023-03-10,Google,Lost,24,4428754.69,Sedan,NULL
1422,760,11,7,2023-04-05,Facebook,Qualified,51,2270950.35,SUV,NULL
1423,226,NULL,2,2024-09-12,Referral,Contacted,12,4498223.45,Hatchback,NULL
1424,888,8,8,2023-06-20,Email,Contacted,58,4439572.81,Hatchback,NULL
1425,790,NULL,2,2023-04-25,Facebook,Qualified,17,2634054.40,Hatchback,NULL
1426,803,12,3,2022-11-13,Email,Lost,25,3688565.63,SUV,NULL
1427,837,14,5,2022-07-02,Referral,Converted,39,5556207.20,Hatchback,2022-07-13
1428,492,2,5,2022-06-21,Website,Open,38,5160863.80,Sedan,NULL
1429,701,NULL,2,2023-05-30,Website,Contacted,NULL,2333750.16,Hatchback,NULL
1430,783,NULL,3,2022-03-15,Website,Open,25,2415003.00,Sedan,NULL
1431,281,NULL,4,2023-08-02,Facebook,Contacted,33,5844377.36,Luxury,NULL
1432,907,1,8,2024-09-14,Referral,Lost,58,2618069.85,Hatchback,NULL
1433,811,NULL,2,2024-10-06,Google,Lost,19,2149895.57,Hatchback,NULL
1434,579,8,8,2022-11-08,TV,Lost,NULL,989357.22,Hatchback,NULL
1435,748,6,7,2022-01-28,Referral,Open,54,3095816.97,SUV,NULL
1436,1154,5,1,2022-11-17,Facebook,Open,NULL,1917961.74,Luxury,NULL
1437,720,2,8,2022-09-09,Facebook,Lost,57,5404526.95,Luxury,NULL
1438,186,4,7,2024-03-27,Website,Lost,50,499762.43,SUV,NULL
1439,770,1,7,2022-11-24,Facebook,Contacted,NULL,4637790.24,SUV,NULL
1440,1000,NULL,3,2022-05-18,Facebook,Converted,21,4683445.55,SUV,2022-06-02
1441,842,13,5,2023-01-27,Email,Contacted,NULL,916160.62,Hatchback,NULL
1442,1002,NULL,7,2023-08-09,Website,Lost,NULL,4819983.17,Hatchback,NULL
1443,1170,NULL,1,2023-07-26,Google,Qualified,1,623787.99,Hatchback,NULL
1444,973,2,7,2022-05-26,Email,Qualified,52,2633015.08,Hatchback,NULL
1445,878,14,1,2023-03-06,TV,Lost,4,5123549.48,SUV,NULL
1446,596,NULL,7,2022-11-11,Website,Open,51,1603334.30,Luxury,NULL
1447,576,9,6,2022-08-07,Facebook,Contacted,43,5913600.36,SUV,NULL
1448,1118,NULL,6,2023-01-06,Referral,Lost,44,1677180.99,Hatchback,NULL
1449,1097,NULL,7,2022-07-25,Facebook,Lost,50,5166655.19,Hatchback,NULL
1450,178,NULL,1,2024-03-23,Website,Open,NULL,3940968.72,SUV,NULL
1451,721,13,7,2022-09-12,Website,Lost,51,1031705.08,SUV,NULL
1452,122,13,4,2023-04-07,Facebook,Converted,30,658379.19,Hatchback,2023-04-27
1453,1077,2,7,2023-12-16,Google,Lost,NULL,5871461.49,SUV,NULL
1454,573,4,4,2024-02-28,Google,Contacted,28,5988306.37,SUV,NULL
1455,29,1,4,2023-04-25,Facebook,Contacted,29,5145251.64,SUV,NULL
1456,340,6,4,2024-07-27,Website,Lost,NULL,3004475.19,Hatchback,NULL
1457,271,NULL,6,2022-02-27,Referral,Converted,NULL,3927066.58,SUV,2022-03-11
1458,95,7,6,2024-06-22,Facebook,Lost,48,3461912.12,SUV,NULL
1459,966,14,1,2024-11-15,Referral,Converted,6,1133980.54,Luxury,2024-12-13
1460,871,10,6,2024-05-25,Facebook,Lost,45,3207723.68,SUV,NULL
1461,497,14,1,2024-06-02,TV,Lost,NULL,3167889.16,Sedan,NULL
1462,5,2,5,2022-04-25,Website,Converted,36,5162654.62,Hatchback,2022-04-28
1463,22,NULL,4,2024-01-30,Referral,Qualified,33,3506554.63,SUV,NULL
1464,677,2,5,2022-05-10,Email,Qualified,38,5769668.41,SUV,NULL
1465,799,13,4,2023-01-18,TV,Qualified,35,5806868.77,Sedan,NULL
1466,728,13,4,2024-01-20,Walk-in,Lost,33,1464811.29,SUV,NULL
1467,106,12,3,2023-11-03,Facebook,Lost,25,4181043.47,Hatchback,NULL
1468,496,NULL,6,2024-11-09,Walk-in,Lost,44,1443872.58,SUV,NULL
1469,630,NULL,6,2024-10-13,Referral,Converted,44,3708971.36,SUV,2024-10-26
1470,320,13,6,2022-10-19,Facebook,Lost,NULL,4466420.00,SUV,NULL
1471,1027,1,7,2022-11-12,Facebook,Lost,50,640396.11,SUV,NULL
1472,459,1,2,2023-02-19,Website,Converted,19,527528.40,SUV,2023-03-12
1473,174,NULL,3,2022-11-01,Website,Contacted,NULL,1426283.87,Sedan,NULL
1474,665,9,6,2023-10-30,Google,Contacted,NULL,3791140.68,Sedan,NULL
1475,817,6,6,2022-04-02,Walk-in,Lost,48,4837577.57,SUV,NULL
1476,225,11,4,2023-10-11,Website,Lost,33,2184037.89,SUV,NULL
1477,250,3,1,2024-08-23,Walk-in,Qualified,6,4793772.65,SUV,NULL
1478,417,7,4,2022-04-09,Walk-in,Converted,33,5870635.77,SUV,2022-05-27
1479,1111,NULL,2,2022-09-09,Facebook,Contacted,17,494453.28,Hatchback,NULL
1480,207,5,5,2022-04-13,Facebook,Open,NULL,2315647.93,Sedan,NULL
1481,1057,3,6,2024-08-07,Website,Contacted,44,5245015.88,Hatchback,NULL
1482,475,14,4,2023-12-10,Website,Converted,31,4243316.84,Sedan,2024-02-01
1483,1,NULL,2,2024-05-05,Website,Converted,NULL,2976860.19,SUV,2024-06-19
1484,125,NULL,7,2022-03-06,Referral,Lost,50,3402481.95,Sedan,NULL
1485,655,3,2,2023-08-15,Facebook,Contacted,NULL,3557761.94,SUV,NULL
1486,422,13,3,2022-02-15,Google,Qualified,NULL,2376618.85,SUV,NULL
1487,61,13,2,2024-06-15,Facebook,Converted,17,516896.61,Luxury,2024-07-17
1488,65,7,3,2022-10-15,Website,Converted,26,4958456.28,Sedan,2022-10-22
1489,953,13,1,2022-12-31,Website,Lost,NULL,2689113.89,Hatchback,NULL
1490,632,8,1,2024-08-08,Email,Lost,4,4473131.58,SUV,NULL
1491,779,NULL,3,2024-08-25,Website,Converted,25,1779491.18,Hatchback,2024-09-03
1492,327,NULL,6,2024-10-28,Google,Contacted,NULL,3286255.42,SUV,NULL
1493,920,NULL,2,2024-06-03,Email,Lost,16,794913.34,SUV,NULL
1494,843,8,1,2023-05-15,Website,Converted,6,3316924.25,Sedan,2023-06-07
1495,91,NULL,3,2024-07-21,Referral,Contacted,24,5315814.49,SUV,NULL
1496,208,7,6,2023-07-23,Website,Contacted,45,706798.77,SUV,NULL
1497,269,NULL,8,2023-11-16,Facebook,Lost,57,2381301.69,SUV,NULL
1498,390,11,4,2022-02-14,Walk-in,Converted,30,1197955.18,Sedan,2022-04-08
1499,1045,13,3,2022-08-17,Website,Lost,25,2902900.03,Sedan,NULL
1500,307,NULL,4,2022-10-24,Website,Open,33,1032552.03,SUV,NULL
1501,355,6,1,2022-09-20,Website,Converted,2,3557510.59,SUV,2022-11-01
1502,804,NULL,5,2023-01-04,Google,Lost,42,3189945.40,SUV,NULL
1503,973,5,6,2024-02-13,Walk-in,Qualified,45,1833673.17,Luxury,NULL
1504,226,15,2,2024-01-01,TV,Qualified,19,1041996.24,SUV,NULL
1505,32,5,1,2024-06-09,Website,Lost,7,1220370.85,Hatchback,NULL
1506,115,9,7,2024-05-25,Facebook,Converted,54,5263428.19,SUV,2024-05-31
1507,28,10,1,2022-01-28,Facebook,Lost,1,1461903.40,Sedan,NULL
1508,885,NULL,8,2023-10-12,Website,Converted,57,4881012.39,Hatchback,2023-10-31
1509,574,13,6,2022-03-01,Facebook,Converted,45,5414786.99,SUV,2022-04-24
1510,649,NULL,4,2024-08-12,Facebook,Qualified,NULL,5415495.75,Hatchback,NULL
1511,630,15,1,2024-10-15,TV,Contacted,1,1475114.81,Luxury,NULL
1512,961,NULL,7,2022-01-25,Walk-in,Qualified,50,1767816.19,SUV,NULL
1513,224,NULL,3,2022-03-11,Website,Contacted,25,2236958.78,SUV,NULL
1514,394,8,2,2024-11-11,Website,Qualified,15,2250064.00,SUV,NULL
1515,105,4,4,2022-07-18,Website,Contacted,28,4896177.73,SUV,NULL
1516,304,NULL,1,2024-07-11,Website,Open,NULL,4667033.11,Sedan,NULL
1517,845,15,4,2024-10-26,Google,Qualified,31,546445.35,Hatchback,NULL
1518,772,NULL,1,2023-01-22,Walk-in,Converted,4,3652002.74,SUV,2023-02-04
1519,815,15,5,2022-01-16,TV,Contacted,40,2262820.17,SUV,NULL
1520,824,4,3,2023-01-19,Referral,Lost,24,774965.16,SUV,NULL
1521,15,2,2,2024-08-17,Facebook,Open,19,1446749.96,SUV,NULL
1522,237,6,7,2024-10-13,Facebook,Converted,54,2846358.48,Hatchback,2024-11-30
1523,923,12,5,2023-06-13,Website,Qualified,42,1600284.65,SUV,NULL
1524,986,NULL,6,2023-01-12,Website,Lost,49,4815233.23,Hatchback,NULL
1525,29,NULL,3,2024-01-20,Website,Contacted,24,1459573.75,Hatchback,NULL
1526,540,8,2,2023-09-16,Google,Converted,12,1882297.50,Luxury,2023-10-12
1527,294,1,5,2023-12-30,Facebook,Qualified,36,1395706.31,Hatchback,NULL
1528,1082,NULL,7,2023-10-16,Walk-in,Lost,50,3660594.49,Sedan,NULL
1529,459,1,1,2023-12-16,Walk-in,Contacted,8,5544322.09,Hatchback,NULL
1530,378,NULL,3,2024-06-20,Referral,Converted,24,4761216.98,Sedan,2024-06-28
1531,179,NULL,8,2023-08-30,Email,Contacted,57,1608754.55,Hatchback,NULL
1532,445,8,6,2024-10-02,Walk-in,Contacted,NULL,3888923.08,SUV,NULL
1533,1097,14,6,2023-09-24,Website,Qualified,45,4055384.66,SUV,NULL
1534,218,4,2,2024-09-07,TV,Converted,17,2819651.23,Hatchback,2024-10-12
1535,519,13,7,2023-10-12,Walk-in,Contacted,53,4126302.61,Sedan,NULL
1536,1106,NULL,7,2022-11-01,Facebook,Lost,51,5044248.22,Hatchback,NULL
1537,245,1,3,2024-11-14,Walk-in,Converted,NULL,3143477.35,Sedan,2024-12-05
1538,1017,11,8,2023-04-17,Facebook,Lost,57,4246820.46,SUV,NULL
1539,263,15,4,2024-09-16,TV,Open,33,5809224.86,Sedan,NULL
1540,1186,2,1,2024-07-13,Facebook,Lost,6,3144863.93,SUV,NULL
1541,525,7,7,2022-04-15,Facebook,Lost,NULL,5885841.67,SUV,NULL
1542,1073,5,5,2023-06-29,Referral,Contacted,39,3853044.48,SUV,NULL
1543,828,6,4,2024-10-25,Facebook,Converted,32,1363974.23,Sedan,2024-11-08
1544,1011,NULL,7,2024-06-29,Email,Contacted,50,2169662.58,Sedan,NULL
